,period_x,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName_x,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,unit,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,weather_zone,period_y,plantCode,plantName_y,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption-btu,generation,total-consumption-btu-units,generation-units,heatRate
1044,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",59391,Red Gate Power Plant,ENG11,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Hidalgo,18.7,18.3,18.3,2016-12,,MW,MW,MW,SOUTH,2022,59391,Red Gate Power Plant,ALL,Total,TX,Texas,ALL,3521628,406924,MMBtu,megawatthours,8.654264678416608
1045,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",59391,Red Gate Power Plant,ENG12,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Hidalgo,18.7,18.3,18.3,2016-12,,MW,MW,MW,SOUTH,2022,59391,Red Gate Power Plant,ALL,Total,TX,Texas,ALL,3521628,406924,MMBtu,megawatthours,8.654264678416608
1046,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,10,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,42,37,37,2003-10,CC1,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1047,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,4,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,1.6,.9,.9,1991-07,,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1048,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,5,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,1.6,.9,.9,1991-10,,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1049,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,7,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,49.2,49,49,2003-10,CC1,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1050,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,8,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,49.2,49,49,2003-10,CC1,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1051,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,19171,Trent Wind Farm LP,55968,Trent Wind Farm LP,WTG1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Nolan,152,152,152,2001-07,,MW,MW,MW,WEST,2022,55968,Trent Wind Farm LP,ALL,Total,TX,Texas,ALL,1872472,548790,MMBtu,megawatthours,3.4120009475391315
1052,2022-12,TX,Texas,commercial-chp,Commercial CHP,58113,"Texas A&M, Utilities & Energy Services",58151,Central Utility Plant - Texas A&M,GTG01,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazos,34.1,32.4,34.1,2011-08,UES1,MW,MW,MW,EAST,2022,58151,Central Utility Plant - Texas A&M,ALL,Total,TX,Texas,ALL,1749590,119953.11,MMBtu,megawatthours,14.585615996117149
1053,2022-12,TX,Texas,commercial-chp,Commercial CHP,58113,"Texas A&M, Utilities & Energy Services",58151,Central Utility Plant - Texas A&M,STG02,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazos,11,11,11,2011-08,UES1,MW,MW,MW,EAST,2022,58151,Central Utility Plant - Texas A&M,ALL,Total,TX,Texas,ALL,1749590,119953.11,MMBtu,megawatthours,14.585615996117149
1054,2022-12,TX,Texas,ipp-chp,IPP CHP,22652,Texas City Cogeneration LLC,52088,Texas City Power Plant,GEN1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Galveston,141,139,139,1987-05,CC1,MW,MW,MW,COAST,2022,52088,Texas City Power Plant,ALL,Total,TX,Texas,ALL,20007325,1701978,MMBtu,megawatthours,11.755337025507968
1055,2022-12,TX,Texas,ipp-chp,IPP CHP,22652,Texas City Cogeneration LLC,52088,Texas City Power Plant,GEN2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Galveston,103,104,115,1987-05,CC1,MW,MW,MW,COAST,2022,52088,Texas City Power Plant,ALL,Total,TX,Texas,ALL,20007325,1701978,MMBtu,megawatthours,11.755337025507968
1056,2022-12,TX,Texas,ipp-chp,IPP CHP,22652,Texas City Cogeneration LLC,52088,Texas City Power Plant,GEN3,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Galveston,103,104,115,1987-05,CC1,MW,MW,MW,COAST,2022,52088,Texas City Power Plant,ALL,Total,TX,Texas,ALL,20007325,1701978,MMBtu,megawatthours,11.755337025507968
1057,2022-12,TX,Texas,ipp-chp,IPP CHP,22652,Texas City Cogeneration LLC,52088,Texas City Power Plant,GEN4,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Galveston,103,104,115,1987-05,CC1,MW,MW,MW,COAST,2022,52088,Texas City Power Plant,ALL,Total,TX,Texas,ALL,20007325,1701978,MMBtu,megawatthours,11.755337025507968
1058,2022-12,TX,Texas,commercial-chp,Commercial CHP,56826,Texas Medical Center Central,57504,TECO CHP-1,CHP1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,48,47,47,2010-09,,MW,MW,MW,COAST,2022,57504,TECO CHP-1,ALL,Total,TX,Texas,ALL,1466772,142773.26,MMBtu,megawatthours,10.273436356359726
1059,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66561,BUC00040,B0401,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2017-07,B040,MW,MW,MW,COAST,2022,66561,BUC00040,ALL,Total,TX,Texas,ALL,3647,207,MMBtu,megawatthours,17.618357487922705
1060,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,59139,SunEdison LLC,59943,Rattlesnake Den,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Glasscock,207.2,207.2,207.2,2015-07,,MW,MW,MW,FAR WEST,2022,59943,Rattlesnake Den,ALL,Total,TX,Texas,ALL,2190126,641889,MMBtu,megawatthours,3.4120011403840853
1061,2022-12,TX,Texas,commercial-chp,Commercial CHP,59157,The Methodist Hospital,59381,"The Methodist Hospital, Gas Turbine",GT-1,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,5,3,4,2010-02,,MW,MW,MW,COAST,2022,59381,"The Methodist Hospital, Gas Turbine",ALL,Total,TX,Texas,ALL,348949,16978,MMBtu,megawatthours,20.553009777358934
1062,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN10,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Travis,34.4,33,32.5,2010-03,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1063,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN4,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",SB,Standby/Backup: available for service but not normally used,Travis,7.6,7.6,7.6,1951-10,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1064,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN5,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",SB,Standby/Backup: available for service but not normally used,Travis,6,6,6,1959-09,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1065,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN7,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",SB,Standby/Backup: available for service but not normally used,Travis,28.8,27.6,27.2,1979-01,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1066,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN8,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Travis,48.5,46.5,45.8,1987-11,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1067,2022-12,TX,Texas,commercial-chp,Commercial CHP,19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,GEN9,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Travis,27.2,26.1,25.7,2004-11,HCWP,MW,MW,MW,SOUTH CENTRAL,2022,50118,Hal C Weaver Power Plant,ALL,Total,TX,Texas,ALL,4083683,344768.07,MMBtu,megawatthours,11.844725064011874
1068,2022-12,TX,Texas,electric-utility,Electric Utility,17583,"South Texas Electric Coop, Inc",3631,Sam Rayburn,9,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Victoria,49.2,48,48,2003-10,CC1,MW,MW,MW,COAST,2022,3631,Sam Rayburn,ALL,Total,TX,Texas,ALL,3502607,384035,MMBtu,megawatthours,9.120541096514641
1069,2022-12,TX,Texas,ipp-chp,IPP CHP,22214,Sweeny Cogeneration LP,55015,Sweeny Cogen Facility,GEN2,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazoria,143,109,126,1997-09,,MW,MW,MW,COAST,2022,55015,Sweeny Cogen Facility,ALL,Total,TX,Texas,ALL,44498169,2919482,MMBtu,megawatthours,15.241802826665827
1070,2022-12,TX,Texas,ipp-chp,IPP CHP,22214,Sweeny Cogeneration LP,55015,Sweeny Cogen Facility,GEN3,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazoria,143,109,126,1997-10,,MW,MW,MW,COAST,2022,55015,Sweeny Cogen Facility,ALL,Total,TX,Texas,ALL,44498169,2919482,MMBtu,megawatthours,15.241802826665827
1071,2022-12,TX,Texas,ipp-chp,IPP CHP,22214,Sweeny Cogeneration LP,55015,Sweeny Cogen Facility,GEN4,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Brazoria,143,109,126,2000-12,,MW,MW,MW,COAST,2022,55015,Sweeny Cogen Facility,ALL,Total,TX,Texas,ALL,44498169,2919482,MMBtu,megawatthours,15.241802826665827
1072,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64794,WAL529,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Galveston,1.3,1.3,1.3,2019-11,,MW,MW,MW,COAST,2022,64794,WAL529,ALL,Total,TX,Texas,ALL,1940,196,MMBtu,megawatthours,9.89795918367347
1073,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64954,WAL5311,GEN1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Collin,1.3,1.3,1.3,2020-12,,MW,MW,MW,NORTH CENTRAL,2022,64954,WAL5311,ALL,Total,TX,Texas,ALL,2358,247,MMBtu,megawatthours,9.54655870445344
1074,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64955,WAL5312,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2021-05,,MW,MW,MW,NORTH CENTRAL,2022,64955,WAL5312,ALL,Total,TX,Texas,ALL,3478,227,MMBtu,megawatthours,15.321585903083701
1075,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64955,WAL5312,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2021-05,,MW,MW,MW,NORTH CENTRAL,2022,64955,WAL5312,ALL,Total,TX,Texas,ALL,3478,227,MMBtu,megawatthours,15.321585903083701
1076,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64955,WAL5312,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2021-05,,MW,MW,MW,NORTH CENTRAL,2022,64955,WAL5312,ALL,Total,TX,Texas,ALL,3478,227,MMBtu,megawatthours,15.321585903083701
1077,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64956,WAL5316,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2020-10,,MW,MW,MW,NORTH CENTRAL,2022,64956,WAL5316,ALL,Total,TX,Texas,ALL,4252,300,MMBtu,megawatthours,14.173333333333334
1078,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64956,WAL5316,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2020-10,,MW,MW,MW,NORTH CENTRAL,2022,64956,WAL5316,ALL,Total,TX,Texas,ALL,4252,300,MMBtu,megawatthours,14.173333333333334
1079,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK4,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1080,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK5,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1081,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK6,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1082,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK7,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1083,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK8,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1084,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,17650,Southern Power Co,60436,East Pecos Solar,1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Pecos,118.5,118.5,118.5,2017-04,,MW,MW,MW,FAR WEST,2022,60436,East Pecos Solar,ALL,Total,TX,Texas,ALL,940448,275630,MMBtu,megawatthours,3.4119943402387256
1085,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64401,Swoose,64916,Swoose I,SWOO1,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ward,9.9,9.9,9.9,2021-07,,MW,MW,MW,FAR WEST,,,,,,,,,,,,,
1086,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,65183,Swoose II,66008,Swoose II,BA,Batteries,MWH,Electricity used for energy storage,BA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ward,101,101,101,2022-08,,MW,MW,MW,FAR WEST,,,,,,,,,,,,,
1087,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64956,WAL5316,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Tarrant,.4,.4,.4,2020-10,,MW,MW,MW,NORTH CENTRAL,2022,64956,WAL5316,ALL,Total,TX,Texas,ALL,4252,300,MMBtu,megawatthours,14.173333333333334
1088,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64795,WAL536,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jones,.4,.4,.4,2021-10,,MW,MW,MW,WEST,2022,64795,WAL536,ALL,Total,TX,Texas,ALL,3894,256,MMBtu,megawatthours,15.2109375
1089,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64795,WAL536,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jones,.4,.4,.4,2021-10,,MW,MW,MW,WEST,2022,64795,WAL536,ALL,Total,TX,Texas,ALL,3894,256,MMBtu,megawatthours,15.2109375
1090,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64795,WAL536,GEN3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jones,.4,.4,.4,2021-10,,MW,MW,MW,WEST,2022,64795,WAL536,ALL,Total,TX,Texas,ALL,3894,256,MMBtu,megawatthours,15.2109375
1091,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64796,WAL537,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ector,.4,.4,.4,2021-11,,MW,MW,MW,FAR WEST,2022,64796,WAL537,ALL,Total,TX,Texas,ALL,0,0,MMBtu,megawatthours,
1092,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64796,WAL537,GEN2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ector,.4,.4,.4,2021-11,,MW,MW,MW,FAR WEST,2022,64796,WAL537,ALL,Total,TX,Texas,ALL,0,0,MMBtu,megawatthours,
1093,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,62635,Wildcat Creek Wind Farm LLC,62715,Wildcat Creek Wind Farm LLC,WCCWF,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cooke,180.1,180.1,180.1,2021-07,,MW,MW,MW,NORTH,2022,62715,Wildcat Creek Wind Farm LLC,ALL,Total,TX,Texas,ALL,1962075,575051,MMBtu,megawatthours,3.4120017181084807
1094,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65543,Mckeever,MK9,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.6,.5,.6,2013-10,,MW,MW,MW,COAST,2022,65543,Mckeever,ALL,Total,TX,Texas,ALL,4674,503,MMBtu,megawatthours,9.292246520874752
1095,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65544,N. Mary Francis,NMF1,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ector,.6,.5,.6,2013-08,,MW,MW,MW,FAR WEST,2022,65544,N. Mary Francis,ALL,Total,TX,Texas,ALL,4600,495,MMBtu,megawatthours,9.292929292929292
1096,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64449,"Texas Microgrid, LLC",66567,HEBHoustonDistributionCenter,HDC25,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-03,HHDC,MW,MW,MW,COAST,2022,66567,HEBHoustonDistributionCenter,ALL,Total,TX,Texas,ALL,100179,6304,MMBtu,megawatthours,15.89133883248731
1097,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,17650,Southern Power Co,60372,Lamesa Solar,LSPV1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Dawson,102,100,100,2017-04,,MW,MW,MW,FAR WEST,2022,60372,Lamesa Solar,ALL,Total,TX,Texas,ALL,708133,207542,MMBtu,megawatthours,3.411998535236241
1098,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61727,Reloj del Sol Wind Farm LLC,62207,Reloj del Sol Wind Farm,RELOJ,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Zapata,209.4,209.4,209.4,2021-05,,MW,MW,MW,SOUTH,2022,62207,Reloj del Sol Wind Farm,ALL,Total,TX,Texas,ALL,1091389,319868,MMBtu,megawatthours,3.4119980742056097
1099,2022-12,TX,Texas,commercial-non-chp,Commercial Non-CHP,64315,"Walmart Stores Texas, LLC",64923,WAL3425,GEN1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-09,,MW,MW,MW,COAST,2022,64923,WAL3425,ALL,Total,TX,Texas,ALL,4679,290,MMBtu,megawatthours,16.13448275862069
1100,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65580,Villa Cavasos,VC11,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cameron,.6,.5,.6,2013-08,,MW,MW,MW,SOUTH,2022,65580,Villa Cavasos,ALL,Total,TX,Texas,ALL,4161,448,MMBtu,megawatthours,9.287946428571429
1101,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65580,Villa Cavasos,VC12,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cameron,.6,.5,.6,2013-08,,MW,MW,MW,SOUTH,2022,65580,Villa Cavasos,ALL,Total,TX,Texas,ALL,4161,448,MMBtu,megawatthours,9.287946428571429
1102,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65580,Villa Cavasos,VC13,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cameron,.6,.5,.6,2013-08,,MW,MW,MW,SOUTH,2022,65580,Villa Cavasos,ALL,Total,TX,Texas,ALL,4161,448,MMBtu,megawatthours,9.287946428571429
1103,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65580,Villa Cavasos,VC14,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cameron,.6,.5,.6,2013-08,,MW,MW,MW,SOUTH,2022,65580,Villa Cavasos,ALL,Total,TX,Texas,ALL,4161,448,MMBtu,megawatthours,9.287946428571429
1104,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64812,"Power Depot Group A, LLC",65580,Villa Cavasos,VC15,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Cameron,.6,.5,.6,2013-08,,MW,MW,MW,SOUTH,2022,65580,Villa Cavasos,ALL,Total,TX,Texas,ALL,4161,448,MMBtu,megawatthours,9.287946428571429
