,period_x,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName_x,generatorid,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,unit,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,weather_zone,period_y,plantCode,plantName_y,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption-btu,generation,total-consumption-btu-units,generation-units,heatRate
0,2022-12,TX,Texas,industrial-non-chp,Industrial Non-CHP,6541,Formosa Plastics Corp,56708,CFB Power Plant,G2101,Natural Gas Steam Turbine,NG,Natural Gas,ST,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,155,143.1,143.1,2012-05,,MW,MW,MW,COAST,2022,56708,CFB Power Plant,ALL,Total,TX,Texas,ALL,11176388,809548,MMBtu,megawatthours,13.80571380572863
1,2022-12,TX,Texas,industrial-non-chp,Industrial Non-CHP,6541,Formosa Plastics Corp,56708,CFB Power Plant,G2201,Natural Gas Steam Turbine,NG,Natural Gas,ST,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,155,143.1,143.1,2012-03,,MW,MW,MW,COAST,2022,56708,CFB Power Plant,ALL,Total,TX,Texas,ALL,11176388,809548,MMBtu,megawatthours,13.80571380572863
2,2022-12,TX,Texas,industrial-chp,Industrial CHP,6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,BO3,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,36.2,32,32,1987-03,CHP1,MW,MW,MW,COAST,2022,10554,Formosa Utility Venture Ltd,ALL,Total,TX,Texas,ALL,28467460,3260765.58,MMBtu,megawatthours,8.73029946544026
3,2022-12,TX,Texas,industrial-chp,Industrial CHP,6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,ST1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,33.5,28.5,28.5,1994-03,CHP1,MW,MW,MW,COAST,2022,10554,Formosa Utility Venture Ltd,ALL,Total,TX,Texas,ALL,28467460,3260765.58,MMBtu,megawatthours,8.73029946544026
4,2022-12,TX,Texas,industrial-chp,Industrial CHP,6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,ST2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,66.3,58,58,1994-03,CHP1,MW,MW,MW,COAST,2022,10554,Formosa Utility Venture Ltd,ALL,Total,TX,Texas,ALL,28467460,3260765.58,MMBtu,megawatthours,8.73029946544026
5,2022-12,TX,Texas,industrial-chp,Industrial CHP,6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,ST3,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Calhoun,55,47.3,51.7,2002-08,CHP1,MW,MW,MW,COAST,2022,10554,Formosa Utility Venture Ltd,ALL,Total,TX,Texas,ALL,28467460,3260765.58,MMBtu,megawatthours,8.73029946544026
6,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61054,Fluvanna Wind Energy 2 LLC,61417,Gopher Creek Wind Farm,GCWF,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Borden,158,158,158,2019-09,,MW,MW,MW,FAR WEST,2022,61417,Gopher Creek Wind Farm,ALL,Total,TX,Texas,ALL,2048459,600369,MMBtu,megawatthours,3.411999953362016
7,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,60042,Fluvanna Wind Energy LLC,59245,Fluvanna,FLUV1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Scurry,155.4,155.4,155.4,2017-11,,MW,MW,MW,WEST,2022,59245,Fluvanna,ALL,Total,TX,Texas,ALL,2031124,595289,MMBtu,megawatthours,3.4119965260570915
8,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61037,"Foard City Wind, LLC",61402,Foard City Wind,FOARD,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Foard,352.8,350.3,350.3,2019-09,,MW,MW,MW,NORTH,2022,61402,Foard City Wind,ALL,Total,TX,Texas,ALL,3752961,1099930,MMBtu,megawatthours,3.4119998545361976
9,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,62080,"Lamesa Solar II, L.L.C.",61697,Lamesa II,IVORY,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Dawson,50,50,50,2018-11,,MW,MW,MW,FAR WEST,2022,61697,Lamesa II,ALL,Total,TX,Texas,ALL,369792,108380,MMBtu,megawatthours,3.4119948329950174
10,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Sterling,149.5,149.5,149.5,2007-11,,MW,MW,MW,WEST,2022,56763,Capricorn Ridge Wind LLC,ALL,Total,TX,Texas,ALL,6635384,1944720,MMBtu,megawatthours,3.4119996709037803
11,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,2,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Sterling,214.5,214.5,214.5,2007-11,,MW,MW,MW,WEST,2022,56763,Capricorn Ridge Wind LLC,ALL,Total,TX,Texas,ALL,6635384,1944720,MMBtu,megawatthours,3.4119996709037803
12,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,3,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Sterling,186,186,186,2008-04,,MW,MW,MW,WEST,2022,56763,Capricorn Ridge Wind LLC,ALL,Total,TX,Texas,ALL,6635384,1944720,MMBtu,megawatthours,3.4119996709037803
13,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,4,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Sterling,112.5,112.5,112.5,2008-05,,MW,MW,MW,WEST,2022,56763,Capricorn Ridge Wind LLC,ALL,Total,TX,Texas,ALL,6635384,1944720,MMBtu,megawatthours,3.4119996709037803
14,2022-12,TX,Texas,electric-utility,Electric Utility,9339,International Bound & Wtr Comm,6128,Amistad Dam & Power,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Val Verde,33,29,29,1983-06,,MW,MW,MW,WEST,2022,6128,Amistad Dam & Power,ALL,Total,TX,Texas,ALL,217649,63790,MMBtu,megawatthours,3.411961122432983
15,2022-12,TX,Texas,electric-utility,Electric Utility,9339,International Bound & Wtr Comm,6128,Amistad Dam & Power,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Val Verde,33,29,29,1983-10,,MW,MW,MW,WEST,2022,6128,Amistad Dam & Power,ALL,Total,TX,Texas,ALL,217649,63790,MMBtu,megawatthours,3.411961122432983
16,2022-12,TX,Texas,electric-utility,Electric Utility,9339,International Bound & Wtr Comm,6410,Falcon Dam & Power,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Starr,10.5,10.5,10.5,1954-10,,MW,MW,MW,SOUTH,2022,6410,Falcon Dam & Power,ALL,Total,TX,Texas,ALL,69806,20459,MMBtu,megawatthours,3.4119947211496164
17,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,49768,"Bastrop Energy Partners, LP",55168,Bastrop Energy Center,0003,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Bastrop,242.3,233,234,2002-05,CC1,MW,MW,MW,SOUTH CENTRAL,2022,55168,Bastrop Energy Center,ALL,Total,TX,Texas,ALL,22061572,2873431,MMBtu,megawatthours,7.677780326028361
18,2022-12,TX,Texas,ipp-chp,IPP CHP,2838,Baytown Energy Center LLC,55327,Baytown Energy Center,CTG1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Chambers,219.3,175,190,2002-06,CC1,MW,MW,MW,COAST,2022,55327,Baytown Energy Center,ALL,Total,TX,Texas,ALL,22118435,2106540,MMBtu,megawatthours,10.499888442659527
19,2022-12,TX,Texas,ipp-chp,IPP CHP,2838,Baytown Energy Center LLC,55327,Baytown Energy Center,CTG2,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Chambers,219.3,175,190,2002-06,CC1,MW,MW,MW,COAST,2022,55327,Baytown Energy Center,ALL,Total,TX,Texas,ALL,22118435,2106540,MMBtu,megawatthours,10.499888442659527
20,2022-12,TX,Texas,ipp-chp,IPP CHP,2838,Baytown Energy Center LLC,55327,Baytown Energy Center,CTG3,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Chambers,219.3,175,190,2002-06,CC1,MW,MW,MW,COAST,2022,55327,Baytown Energy Center,ALL,Total,TX,Texas,ALL,22118435,2106540,MMBtu,megawatthours,10.499888442659527
21,2022-12,TX,Texas,ipp-chp,IPP CHP,55879,Odyssey Operating Services,50815,"Odyssey Energy Altura Cogen, LLC",GEN4,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,84.9,80,70,1986-03,CC1,MW,MW,MW,COAST,2022,50815,"Odyssey Energy Altura Cogen, LLC",ALL,Total,TX,Texas,ALL,35367076,3190253,MMBtu,megawatthours,11.085978447477363
22,2022-12,TX,Texas,ipp-chp,IPP CHP,55879,Odyssey Operating Services,50815,"Odyssey Energy Altura Cogen, LLC",GEN5,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,84.9,80,70,1986-04,CC1,MW,MW,MW,COAST,2022,50815,"Odyssey Energy Altura Cogen, LLC",ALL,Total,TX,Texas,ALL,35367076,3190253,MMBtu,megawatthours,11.085978447477363
23,2022-12,TX,Texas,ipp-chp,IPP CHP,55879,Odyssey Operating Services,50815,"Odyssey Energy Altura Cogen, LLC",GEN6,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,129.2,127,127,1986-04,CC1,MW,MW,MW,COAST,2022,50815,"Odyssey Energy Altura Cogen, LLC",ALL,Total,TX,Texas,ALL,35367076,3190253,MMBtu,megawatthours,11.085978447477363
24,2022-12,TX,Texas,ipp-chp,IPP CHP,55879,Odyssey Operating Services,50815,"Odyssey Energy Altura Cogen, LLC",GEN7,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,89.9,80,69,1995-06,CC1,MW,MW,MW,COAST,2022,50815,"Odyssey Energy Altura Cogen, LLC",ALL,Total,TX,Texas,ALL,35367076,3190253,MMBtu,megawatthours,11.085978447477363
25,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61944,MN8 Energy LLC,58488,"Bryan Solar, LLC",1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Presidio,10,10,10,2013-06,,MW,MW,MW,FAR WEST,2022,58488,"Bryan Solar, LLC",ALL,Total,TX,Texas,ALL,83416,24448,MMBtu,megawatthours,3.411976439790576
26,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,1,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Maverick,3.2,2,2,1932-08,,MW,MW,MW,SOUTH,2022,3437,Eagle Pass,ALL,Total,TX,Texas,ALL,150705,44169,MMBtu,megawatthours,3.412008422196563
27,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,2,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Maverick,3.2,2,2,1932-08,,MW,MW,MW,SOUTH,2022,3437,Eagle Pass,ALL,Total,TX,Texas,ALL,150705,44169,MMBtu,megawatthours,3.412008422196563
28,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,3,Conventional Hydroelectric,WAT,Water,HY,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Maverick,3.2,2,2,1932-08,,MW,MW,MW,SOUTH,2022,3437,Eagle Pass,ALL,Total,TX,Texas,ALL,150705,44169,MMBtu,megawatthours,3.412008422196563
29,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD23,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
30,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD24,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
31,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD25,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
32,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD26,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
33,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD27,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
34,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLD28,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-12,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
35,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66595,FTBLID2,FLID1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fort Bend,.4,.4,.4,2021-11,FLID,MW,MW,MW,COAST,2022,66595,FTBLID2,ALL,Total,TX,Texas,ALL,15587,1076.04,MMBtu,megawatthours,14.485520984350025
36,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,65013,"Young Wind, LLC",65763,Young Wind,WYOUN,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Young,500,500,500,2022-12,,MW,MW,MW,NORTH CENTRAL,2022,65763,Young Wind,ALL,Total,TX,Texas,ALL,262608,76966,MMBtu,megawatthours,3.4120001039420003
37,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,55981,Elbow Creek Wind Project LLC,56783,Elbow Creek Wind Project LLC,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Howard,121.9,121.9,121.9,2008-12,,MW,MW,MW,FAR WEST,2022,56783,Elbow Creek Wind Project LLC,ALL,Total,TX,Texas,ALL,1415580,414883,MMBtu,megawatthours,3.4119980813868005
38,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,5761,Ennis Power Company LLC,55223,Ennis Power Company LLC,GT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ellis,285,245.1,267.9,2002-05,CC1,MW,MW,MW,NORTH CENTRAL,2022,55223,Ennis Power Company LLC,ALL,Total,TX,Texas,ALL,10044914,1412878,MMBtu,megawatthours,7.109540951164927
39,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,5761,Ennis Power Company LLC,55223,Ennis Power Company LLC,ST1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Ellis,133,114.4,125,2002-05,CC1,MW,MW,MW,NORTH CENTRAL,2022,55223,Ennis Power Company LLC,ALL,Total,TX,Texas,ALL,10044914,1412878,MMBtu,megawatthours,7.109540951164927
40,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,56201,Engie North America,62227,"Seymour Hills Wind Project, LLC",WTGS,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Baylor,30.2,30.2,30.2,2019-05,,MW,MW,MW,NORTH,2022,62227,"Seymour Hills Wind Project, LLC",ALL,Total,TX,Texas,ALL,465520,136436,MMBtu,megawatthours,3.4120026972353337
41,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC1,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
42,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC2,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
43,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC3,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
44,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC4,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
45,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC5,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
46,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC6,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
47,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC7,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
48,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64897,"Generate ER-NG, LLC",66597,RavenChem,RAVC8,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Harris,.4,.4,.4,2021-04,RAVC,MW,MW,MW,COAST,2022,66597,RavenChem,ALL,Total,TX,Texas,ALL,630,36.26,MMBtu,megawatthours,17.374517374517374
49,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,6354,FPL Energy Upton Wind LP,55581,King Mountain Wind Ranch 1,EXIS,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Upton,278,278,278,2001-06,,MW,MW,MW,FAR WEST,2022,55581,King Mountain Wind Ranch 1,ALL,Total,TX,Texas,ALL,2103307,616444,MMBtu,megawatthours,3.4120001167989304
50,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66593,HEB00048,H0481,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jefferson,.4,.4,.4,2021-09,H048,MW,MW,MW,COAST,2022,66593,HEB00048,ALL,Total,TX,Texas,ALL,3233,290,MMBtu,megawatthours,11.148275862068965
51,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64418,GSEone,62505,G.S.E. One LLC,1,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Fannin,83,82.5,82.5,2021-09,,MW,MW,MW,NORTH,2022,62505,G.S.E. One LLC,ALL,Total,TX,Texas,ALL,661309,193819,MMBtu,megawatthours,3.4119926323012706
52,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66593,HEB00048,H0482,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jefferson,.4,.4,.4,2021-09,H048,MW,MW,MW,COAST,2022,66593,HEB00048,ALL,Total,TX,Texas,ALL,3233,290,MMBtu,megawatthours,11.148275862068965
53,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66593,HEB00048,H0483,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Jefferson,.4,.4,.4,2021-09,H048,MW,MW,MW,COAST,2022,66593,HEB00048,ALL,Total,TX,Texas,ALL,3233,290,MMBtu,megawatthours,11.148275862068965
54,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66594,HEB00594,H5941,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Montgomery,.4,.4,.4,2019-09,H594,MW,MW,MW,COAST,2022,66594,HEB00594,ALL,Total,TX,Texas,ALL,3321,290,MMBtu,megawatthours,11.451724137931034
55,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66594,HEB00594,H5942,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Montgomery,.4,.4,.4,2019-09,H594,MW,MW,MW,COAST,2022,66594,HEB00594,ALL,Total,TX,Texas,ALL,3321,290,MMBtu,megawatthours,11.451724137931034
56,2022-12,TX,Texas,electric-utility,Electric Utility,55937,Entergy Texas Inc.,66594,HEB00594,H5943,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Montgomery,.4,.4,.4,2019-09,H594,MW,MW,MW,COAST,2022,66594,HEB00594,ALL,Total,TX,Texas,ALL,3321,290,MMBtu,megawatthours,11.451724137931034
57,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,60496,"Adapture Renewables, Inc.",64079,CatanSolar,CS,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Karnes,10,10,10,2020-12,,MW,MW,MW,SOUTH CENTRAL,2022,64079,CatanSolar,ALL,Total,TX,Texas,ALL,80183,23500,MMBtu,megawatthours,3.4120425531914895
58,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,64209,"El Algodon Alto Wind Farm, LLC",64591,"El Algodon Alto Wind Farm, LLC",EEA,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,San Patricio,200.2,194,194,2022-05,,MW,MW,MW,SOUTH,2022,64591,"El Algodon Alto Wind Farm, LLC",ALL,Total,TX,Texas,ALL,1379837,404407,MMBtu,megawatthours,3.4120007813910243
59,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61523,225DD 8me LLC,61920,Galloway 1 Solar Farm,GSM01,Solar Photovoltaic,SUN,Solar,PV,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Concho,250,250,250,2021-10,,MW,MW,MW,WEST,2022,61920,Galloway 1 Solar Farm,ALL,Total,TX,Texas,ALL,1905686,558524,MMBtu,megawatthours,3.412003781395249
60,2022-12,TX,Texas,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,56484,Buffalo Gap 2 Wind Farm,1,Onshore Wind Turbine,WND,Wind,WT,ERCO,"Electric Reliability Council of Texas, Inc.",OP,Operating,Nolan,232.5,232.5,232.5,2007-07,,MW,MW,MW,WEST,2022,56484,Buffalo Gap 2 Wind Farm,ALL,Total,TX,Texas,ALL,1379152,404206,MMBtu,megawatthours,3.4120027906562496
